episode_id,user_id,status,scenario_type,topic,scheduled_at,location,pre_anxiety,pre_crying_risk,pre_speech_block_risk,prep_journaling_10m_intensity,prep_three_messages_intensity,prep_breathing_4_7_8_intensity,prep_roleplay_self_qa_intensity,prep_safe_word_plan_intensity,stress_during,stress_after,crying_level,speech_block_level,expression_score,relationship_impact,partner_reaction,days_after_reflection,would_repeat_preparation,reflection_short
619,7,completed,friend,疎遠になっている理由,2024-06-28T14:20:00,office,4,2,2,,3,,,,4,7,3,5,4,-2,unknown,7,9,相手の反応が予想外で混乱した。振り返りが必要。
620,5,completed,one_on_one,人間関係の摩擦,2024-08-23T10:00:00,park,5,7,3,10,,,,,6,4,7,2,5,-5,very_negative,,,
621,2,completed,one_on_one,業務負荷の相談,2024-01-23T09:25:00,client_site,5,4,8,,8,6,,,10,1,6,9,0,-4,neutral,,,
622,1,completed,one_on_one,業務負荷の相談,2025-05-28T20:33:00,client_site,7,8,7,2,9,7,,3,6,2,10,9,0,-2,very_negative,,,
623,23,cancelled,family,家族との距離感,2024-02-14T10:46:00,online,7,7,6,7,5,5,3,,,,,,,,,,,
624,2,completed,other,将来への漠然とした不安,2024-05-26T12:08:00,online,4,4,3,7,,10,,,1,3,3,0,6,0,very_positive,,,
625,30,cancelled,one_on_one,人間関係の摩擦,2025-10-27T17:46:00,park,2,6,4,,,8,8,,,,,,,,,,,
626,25,completed,one_on_one,評価フィードバック,2025-09-29T16:03:00,park,4,3,4,9,7,4,5,,6,4,3,8,5,-1,unknown,,,
627,20,planned,friend,久しぶりの再会,2025-11-30T21:25:00,cafe,4,8,5,5,10,5,,5,,,,,,,,,,
628,1,completed,family,進路の話,2025-03-04T19:50:00,coworking,5,3,3,,6,,,,5,2,1,5,5,0,negative,5,1,かなり落ち着いて話せた。準備が効いた感じがある。
629,5,completed,friend,疎遠になっている理由,2024-03-15T12:53:00,cafe,4,5,5,,,3,8,9,2,3,4,8,4,0,negative,1,2,泣かなかったが本音をあまり出せなかった。
630,3,completed,interview,転職理由,2025-11-26T17:35:00,office,10,9,10,8,10,,,,9,6,4,7,2,-2,very_positive,5,6,少し泣いたけど言いたいことは伝えられた。
631,3,completed,other,自己開示の練習,2025-06-17T12:59:00,home,7,3,4,2,8,,,,4,5,0,5,5,1,negative,,,
632,1,completed,client,契約更新,2024-10-31T19:37:00,cafe,6,6,6,,,7,,,7,8,8,8,2,-3,negative,10,9,正直、今回はタイミングを間違えたかもしれない。
633,27,completed,partner,距離を置きたい,2025-03-23T08:33:00,coworking,7,4,4,8,4,,,,7,3,2,3,4,-4,negative,,,
634,1,completed,interview,評価面談,2024-05-31T13:29:00,park,7,5,8,,9,,,,8,7,4,7,5,0,unknown,3,2,少し泣いたけど言いたいことは伝えられた。
635,20,completed,one_on_one,業務負荷の相談,2024-03-28T15:31:00,cafe,9,7,4,7,4,,6,,10,9,8,6,1,-2,very_positive,12,8,かなり落ち着いて話せた。準備が効いた感じがある。
636,17,completed,one_on_one,キャリア相談,2024-03-15T21:35:00,home,3,2,8,5,8,,,3,1,4,1,7,9,-1,very_positive,14,10,ほとんど話せずに終わってしまった。次は準備を変えたい。
637,3,completed,client,値上げ交渉,2025-04-27T10:58:00,coworking,10,3,6,,,8,6,,10,10,1,9,2,-2,very_negative,,,
638,13,cancelled,friend,久しぶりの再会,2024-03-01T09:36:00,home,5,1,2,,,10,,,,,,,,,,,,
639,1,completed,partner,お金の話,2024-01-12T08:29:00,online,9,3,5,3,,,,,10,6,0,3,4,-3,unknown,10,5,かなり落ち着いて話せた。準備が効いた感じがある。
640,3,cancelled,partner,将来の暮らし,2025-01-25T21:46:00,online,8,4,8,,9,,7,,,,,,,,,,,
641,11,completed,interview,キャリアの方向性,2024-02-07T15:57:00,home,8,9,5,7,,,10,,6,8,4,5,5,2,very_positive,9,2,ほとんど話せずに終わってしまった。次は準備を変えたい。
642,4,completed,interview,過去の退職理由,2025-01-17T22:08:00,coworking,7,6,9,7,8,,6,,8,3,4,6,9,1,neutral,,,
643,14,completed,family,進路の話,2024-03-10T09:06:00,cafe,7,5,5,2,,5,9,,4,2,1,8,4,3,neutral,,,
644,25,completed,family,進路の話,2025-02-19T22:20:00,park,2,3,6,7,,8,,,3,0,0,6,7,-1,positive,,,
645,5,completed,friend,価値観のズレ,2024-04-09T15:38:00,coworking,4,1,7,,,2,,6,7,4,6,9,3,-1,positive,10,5,かなりつらかったが、終わってみると少し楽になった。
646,29,cancelled,one_on_one,評価フィードバック,2025-06-06T12:40:00,coworking,10,3,4,,9,,,,,,,,,,,,,
647,1,completed,interview,評価面談,2025-07-04T17:00:00,client_site,3,4,9,6,6,,,,4,3,3,10,8,-1,unknown,,,
648,1,completed,one_on_one,人間関係の摩擦,2024-12-19T20:54:00,park,9,4,7,,7,9,,,10,8,5,10,3,-3,very_negative,14,5,正直、今回はタイミングを間違えたかもしれない。
649,1,completed,interview,評価面談,2025-10-22T08:22:00,office,8,7,5,,10,10,7,,9,4,2,6,5,-2,negative,,,
650,5,completed,client,値上げ交渉,2024-02-26T10:37:00,client_site,0,4,7,8,,,7,,2,1,3,8,4,-1,neutral,6,6,正直、今回はタイミングを間違えたかもしれない。
651,8,completed,interview,評価面談,2025-11-15T10:06:00,client_site,6,6,6,10,5,,,,5,4,2,7,7,1,positive,,,
652,15,completed,partner,将来の暮らし,2024-12-23T16:33:00,online,7,3,8,,,,6,,8,8,1,10,6,-3,unknown,12,6,少し泣いたけど言いたいことは伝えられた。
653,2,cancelled,interview,過去の退職理由,2025-05-31T10:40:00,park,6,10,10,8,,,,8,,,,,,,,,,
654,29,completed,other,将来への漠然とした不安,2025-08-06T19:12:00,client_site,7,6,5,7,10,6,7,,5,6,2,3,6,-1,very_positive,1,5,相手の反応が予想外で混乱した。振り返りが必要。
655,3,completed,interview,転職理由,2024-11-15T19:50:00,coworking,9,5,4,10,8,8,5,,8,7,0,0,10,0,negative,2,9,正直、今回はタイミングを間違えたかもしれない。
656,1,completed,interview,過去の退職理由,2024-02-05T17:24:00,cafe,4,6,7,8,5,9,,,4,0,2,8,5,-1,neutral,6,7,正直、今回はタイミングを間違えたかもしれない。
657,19,completed,one_on_one,評価フィードバック,2025-02-22T14:25:00,office,7,4,5,7,7,6,7,,8,6,4,5,4,-1,very_negative,11,3,かなりつらかったが、終わってみると少し楽になった。
658,2,cancelled,family,親への近況報告,2025-05-28T19:31:00,coworking,5,2,3,,6,10,,,,,,,,,,,,
659,4,cancelled,interview,キャリアの方向性,2025-12-05T12:29:00,office,7,5,7,,8,,,,,,,,,,,,,
660,1,completed,other,セラピーではない雑談,2024-12-11T21:29:00,park,7,3,4,,,9,,,7,7,1,6,5,-3,unknown,9,2,相手の反応が予想外で混乱した。振り返りが必要。
661,3,completed,one_on_one,評価フィードバック,2024-05-28T13:18:00,home,8,5,5,8,,,,,6,5,4,3,4,-1,unknown,4,5,かなり落ち着いて話せた。準備が効いた感じがある。
662,19,cancelled,partner,将来の暮らし,2024-08-27T10:24:00,online,5,10,9,,,,,,,,,,,,,,,
663,9,cancelled,interview,評価面談,2024-07-17T09:58:00,client_site,7,9,8,,6,,,,,,,,,,,,,
664,4,cancelled,interview,過去の退職理由,2025-12-24T22:11:00,cafe,8,5,7,5,3,9,,,,,,,,,,,,
665,5,completed,one_on_one,キャリア相談,2024-07-13T22:28:00,cafe,10,3,5,8,9,,7,,8,9,1,5,5,-3,very_positive,3,3,相手の反応が予想外で混乱した。振り返りが必要。
666,23,completed,interview,キャリアの方向性,2024-02-04T12:11:00,home,8,5,5,8,8,4,8,,6,7,3,2,8,-1,neutral,,,
667,1,planned,family,家族との距離感,2026-02-08T11:22:00,office,3,6,5,,7,,,8,,,,,,,,,,
668,7,completed,family,親への近況報告,2024-09-18T13:54:00,cafe,7,1,5,9,,9,,,8,4,1,9,2,-1,positive,1,1,相手の反応が予想外で混乱した。振り返りが必要。
669,2,completed,one_on_one,業務負荷の相談,2025-09-19T21:52:00,coworking,9,4,5,6,,,,,8,8,3,4,5,3,very_positive,3,6,かなりつらかったが、終わってみると少し楽になった。
670,6,cancelled,family,介護の相談,2024-08-14T10:22:00,coworking,6,7,3,,,9,,,,,,,,,,,,
671,3,completed,family,家族との距離感,2024-08-03T21:57:00,client_site,5,1,5,6,5,,7,,7,7,0,4,4,1,very_positive,7,5,かなりつらかったが、終わってみると少し楽になった。
672,1,completed,friend,疎遠になっている理由,2024-07-20T17:53:00,client_site,4,4,4,3,4,,,,3,0,1,2,7,4,very_positive,,,
673,10,completed,interview,過去の退職理由,2025-03-04T16:31:00,home,8,10,8,1,7,,7,,7,10,6,5,0,0,positive,11,4,泣かなかったが本音をあまり出せなかった。
674,5,completed,interview,評価面談,2025-04-14T22:30:00,office,8,4,5,5,5,,,,6,10,7,2,2,-5,very_negative,2,3,相手の反応が予想外で混乱した。振り返りが必要。
675,4,completed,interview,過去の退職理由,2024-06-02T11:07:00,office,6,8,8,,3,,,2,10,7,10,8,5,-2,positive,8,3,かなり落ち着いて話せた。準備が効いた感じがある。
676,25,completed,interview,キャリアの方向性,2024-12-27T22:22:00,cafe,10,7,9,7,,7,,,6,10,5,7,1,-2,positive,10,4,相手の反応が予想外で混乱した。振り返りが必要。
677,16,completed,interview,過去の退職理由,2024-03-20T10:33:00,office,7,6,7,8,3,,,,7,6,10,7,0,-1,positive,,,
678,20,cancelled,friend,謝罪,2025-08-16T09:25:00,coworking,4,1,2,6,3,8,,,,,,,,,,,,
679,13,completed,partner,お金の話,2024-07-15T08:37:00,home,10,8,9,,,,,10,10,10,8,8,2,-1,very_negative,5,9,正直、今回はタイミングを間違えたかもしれない。
680,6,completed,interview,評価面談,2024-12-12T13:30:00,park,8,6,7,8,5,10,,,8,4,4,7,3,-4,unknown,,,
681,7,completed,partner,お金の話,2024-11-01T17:21:00,client_site,7,6,10,5,,6,5,,8,6,7,9,4,-1,unknown,7,7,ほとんど話せずに終わってしまった。次は準備を変えたい。
682,1,completed,interview,過去の退職理由,2025-03-11T12:11:00,home,10,7,7,4,8,,9,4,10,2,5,3,9,-3,neutral,,,
683,28,cancelled,interview,転職理由,2025-09-21T18:31:00,cafe,9,7,9,,7,,,,,,,,,,,,,
684,3,cancelled,one_on_one,キャリア相談,2025-03-02T20:21:00,client_site,7,4,6,9,1,3,10,,,,,,,,,,,
685,3,completed,one_on_one,人間関係の摩擦,2025-02-22T09:46:00,client_site,9,3,3,,,10,,,9,7,6,5,6,-3,negative,8,5,かなり落ち着いて話せた。準備が効いた感じがある。
686,16,completed,other,自己開示の練習,2024-01-15T10:34:00,home,5,7,3,,2,,,5,7,5,7,5,0,-5,unknown,,,
687,5,completed,family,家族との距離感,2024-10-22T21:16:00,cafe,5,5,2,,5,,9,,3,7,5,1,3,-3,negative,7,3,かなりつらかったが、終わってみると少し楽になった。
688,3,completed,partner,お金の話,2024-08-08T15:15:00,client_site,9,2,4,,8,7,,,6,10,0,0,10,-2,neutral,14,7,正直、今回はタイミングを間違えたかもしれない。
689,12,completed,interview,キャリアの方向性,2024-11-23T09:37:00,coworking,8,6,6,10,5,8,9,,7,6,2,6,7,1,positive,13,7,相手の反応が予想外で混乱した。振り返りが必要。
690,23,planned,interview,キャリアの方向性,2025-12-25T19:00:00,client_site,10,8,10,3,9,,,,,,,,,,,,,
691,1,completed,interview,過去の退職理由,2025-08-18T18:24:00,park,6,10,8,,6,,,,6,6,10,10,0,-1,very_positive,3,6,相手の反応が予想外で混乱した。振り返りが必要。
692,4,completed,interview,キャリアの方向性,2023-12-27T18:23:00,coworking,8,8,9,5,,10,,,9,8,5,6,2,-3,negative,13,6,相手の反応が予想外で混乱した。振り返りが必要。
693,1,completed,family,親への近況報告,2025-09-20T18:35:00,home,5,5,6,,7,,9,,6,3,7,2,5,0,negative,,,
694,16,cancelled,partner,別れ話,2025-06-07T14:34:00,cafe,7,7,7,6,,7,2,8,,,,,,,,,,
695,27,completed,other,セラピーではない雑談,2025-02-23T18:33:00,cafe,4,6,4,,5,7,,,2,5,8,3,3,-1,negative,3,5,泣かなかったが本音をあまり出せなかった。
696,3,cancelled,interview,転職理由,2024-09-12T19:31:00,coworking,4,5,8,,,,6,,,,,,,,,,,
697,2,planned,family,親への近況報告,2025-12-21T16:01:00,online,4,5,5,,4,8,,9,,,,,,,,,,
698,4,cancelled,interview,キャリアの方向性,2024-08-31T11:56:00,coworking,7,6,5,,9,,,,,,,,,,,,,
699,2,completed,partner,別れ話,2024-08-04T21:14:00,office,8,7,8,5,,3,7,,7,5,7,4,2,-1,very_positive,5,6,少し泣いたけど言いたいことは伝えられた。
700,2,completed,family,進路の話,2024-06-21T22:14:00,client_site,5,7,6,9,7,,4,,6,8,7,3,5,-2,negative,10,3,ほとんど話せずに終わってしまった。次は準備を変えたい。
701,1,completed,client,トラブルの謝罪,2025-09-28T21:17:00,office,5,4,4,,8,,,,5,3,1,0,7,-2,neutral,14,5,ほとんど話せずに終わってしまった。次は準備を変えたい。
702,11,completed,one_on_one,評価フィードバック,2024-04-18T13:28:00,office,7,2,5,,7,,,,9,3,4,6,7,-5,neutral,,,
703,9,completed,one_on_one,評価フィードバック,2025-06-26T08:35:00,park,9,4,8,5,9,9,,,10,5,3,2,7,-3,negative,,,
704,2,completed,one_on_one,評価フィードバック,2024-08-26T12:20:00,online,8,6,8,,9,,10,,8,9,10,8,6,1,positive,13,5,泣かなかったが本音をあまり出せなかった。
705,9,completed,interview,転職理由,2024-10-31T15:19:00,client_site,10,4,6,,,,2,,10,9,3,3,4,-4,negative,,,
706,10,completed,family,親への近況報告,2024-11-29T14:18:00,online,6,3,3,,,,1,,7,8,1,6,4,-1,negative,5,7,かなり落ち着いて話せた。準備が効いた感じがある。
707,4,completed,other,自己開示の練習,2025-08-05T17:02:00,cafe,2,0,0,,5,9,10,,0,1,0,0,10,4,very_positive,6,10,かなりつらかったが、終わってみると少し楽になった。
708,13,cancelled,one_on_one,評価フィードバック,2024-08-19T15:19:00,cafe,10,4,7,,6,,,,,,,,,,,,,
709,2,completed,one_on_one,業務負荷の相談,2024-07-09T09:10:00,client_site,6,6,5,,,,,,5,3,7,7,0,-3,neutral,6,5,かなり落ち着いて話せた。準備が効いた感じがある。
710,2,completed,partner,結婚について,2024-05-21T18:53:00,home,5,7,6,5,,7,,,4,3,4,6,3,0,positive,,,
711,3,completed,client,契約更新,2024-03-22T21:50:00,park,5,7,7,5,8,6,,,5,4,6,3,5,2,unknown,,,
712,5,completed,interview,評価面談,2025-04-30T16:56:00,office,6,6,8,9,6,,7,,7,3,4,9,6,-4,very_positive,14,8,相手の反応が予想外で混乱した。振り返りが必要。
713,2,completed,one_on_one,人間関係の摩擦,2025-04-20T09:47:00,cafe,7,4,6,,6,8,,,3,8,0,6,1,-3,very_negative,9,3,ほとんど話せずに終わってしまった。次は準備を変えたい。
714,9,completed,partner,お金の話,2025-10-29T19:21:00,office,6,8,8,,6,,,,5,3,6,6,5,0,negative,11,4,かなりつらかったが、終わってみると少し楽になった。
715,9,completed,friend,価値観のズレ,2025-05-12T19:07:00,park,5,4,4,,,5,6,,5,5,2,7,2,-5,neutral,2,4,正直、今回はタイミングを間違えたかもしれない。
716,3,completed,other,セラピーではない雑談,2025-04-20T20:55:00,office,3,6,7,,,,9,,1,2,4,10,0,-4,very_positive,,,
717,13,completed,client,値上げ交渉,2024-03-15T15:29:00,coworking,5,8,4,8,,,,6,1,7,5,2,5,-3,positive,13,7,泣かなかったが本音をあまり出せなかった。
718,1,completed,interview,キャリアの方向性,2025-07-08T15:19:00,office,7,7,7,6,9,,4,,6,8,6,6,3,1,negative,7,5,相手の反応が予想外で混乱した。振り返りが必要。
719,1,completed,family,家族との距離感,2025-07-02T11:13:00,home,4,2,3,,,,,,2,0,2,1,3,-1,positive,,,
720,2,completed,one_on_one,人間関係の摩擦,2025-10-24T17:02:00,client_site,5,5,3,,7,,8,,5,3,6,1,4,0,unknown,6,5,かなりつらかったが、終わってみると少し楽になった。
721,25,cancelled,one_on_one,業務負荷の相談,2025-01-21T21:16:00,online,7,5,4,5,1,7,,,,,,,,,,,,
722,3,cancelled,interview,キャリアの方向性,2025-07-27T13:50:00,office,9,4,6,5,,,1,,,,,,,,,,,
723,23,completed,other,将来への漠然とした不安,2025-03-08T20:17:00,park,5,5,4,,,,,2,7,0,10,4,3,-5,very_negative,,,
724,19,completed,interview,過去の退職理由,2024-06-29T17:32:00,park,10,8,5,,6,4,,9,10,6,7,3,6,-2,very_negative,,,
725,29,completed,interview,キャリアの方向性,2025-01-07T10:22:00,home,10,6,10,,9,6,5,,10,9,3,9,5,-3,positive,13,5,少し泣いたけど言いたいことは伝えられた。
726,1,completed,partner,距離を置きたい,2024-10-10T09:40:00,office,10,6,10,7,4,7,,,10,10,1,10,4,-1,negative,2,2,少し泣いたけど言いたいことは伝えられた。
727,7,completed,family,親への近況報告,2024-06-13T12:24:00,coworking,5,3,4,7,,,4,5,7,2,5,7,5,3,positive,8,3,少し泣いたけど言いたいことは伝えられた。
728,1,planned,interview,過去の退職理由,2026-02-23T17:00:00,online,8,8,9,8,4,8,,,,,,,,,,,,
729,4,completed,interview,転職理由,2023-12-24T20:52:00,home,10,10,5,,,9,2,,6,10,7,4,5,2,very_positive,2,1,かなりつらかったが、終わってみると少し楽になった。
730,4,completed,interview,キャリアの方向性,2024-07-05T22:37:00,home,10,9,10,,,6,6,,10,8,9,10,1,-1,very_negative,,,
731,1,completed,other,自己開示の練習,2024-08-31T13:52:00,client_site,6,3,4,9,9,,,,4,6,0,5,3,-2,neutral,9,5,相手の反応が予想外で混乱した。振り返りが必要。
732,4,completed,interview,転職理由,2025-04-24T16:17:00,home,7,10,7,4,,3,8,2,7,3,8,3,3,2,positive,,,
733,12,completed,client,契約更新,2024-07-21T12:34:00,home,3,5,10,8,,8,7,7,5,4,0,10,4,-1,unknown,4,5,少し泣いたけど言いたいことは伝えられた。
734,1,cancelled,partner,お金の話,2026-02-18T12:47:00,client_site,7,3,7,3,,,7,,,,,,,,,,,
735,4,completed,friend,価値観のズレ,2024-07-26T10:43:00,cafe,4,0,5,,,1,,,9,2,4,5,1,-2,positive,10,7,泣かなかったが本音をあまり出せなかった。
736,3,completed,interview,評価面談,2024-03-29T22:06:00,client_site,3,7,7,8,,6,4,,3,3,5,7,8,1,positive,7,7,相手の反応が予想外で混乱した。振り返りが必要。
737,1,completed,one_on_one,業務負荷の相談,2024-09-14T17:56:00,client_site,4,6,5,,6,9,,,7,3,9,7,2,3,positive,6,5,泣かなかったが本音をあまり出せなかった。
738,25,cancelled,partner,結婚について,2024-04-16T15:14:00,park,6,5,5,10,2,3,,,,,,,,,,,,
739,2,cancelled,one_on_one,評価フィードバック,2025-09-02T10:50:00,client_site,2,5,6,,9,7,7,7,,,,,,,,,,
740,9,cancelled,partner,別れ話,2024-02-25T08:05:00,client_site,8,6,9,,6,10,,8,,,,,,,,,,
741,17,cancelled,one_on_one,業務負荷の相談,2024-07-15T21:49:00,client_site,6,3,5,3,8,,,9,,,,,,,,,,
742,12,completed,one_on_one,評価フィードバック,2024-12-07T15:46:00,client_site,10,4,4,10,8,,7,,9,5,1,1,7,-1,neutral,13,6,かなりつらかったが、終わってみると少し楽になった。
743,20,cancelled,other,自己開示の練習,2024-09-06T09:59:00,coworking,6,6,3,,,6,7,7,,,,,,,,,,
744,5,cancelled,other,将来への漠然とした不安,2024-10-04T16:36:00,cafe,5,5,4,7,8,,,,,,,,,,,,,
745,4,completed,family,介護の相談,2025-08-09T19:48:00,home,5,9,7,,,7,,,6,4,9,10,0,-1,positive,5,1,正直、今回はタイミングを間違えたかもしれない。
746,2,completed,interview,過去の退職理由,2025-07-21T20:26:00,coworking,7,6,8,,7,7,,,10,7,7,9,3,-3,negative,,,
747,5,completed,client,値上げ交渉,2025-04-20T10:06:00,client_site,8,4,7,7,,8,1,1,6,8,5,5,3,1,negative,8,7,正直、今回はタイミングを間違えたかもしれない。
748,13,completed,one_on_one,評価フィードバック,2025-09-04T20:24:00,office,9,4,3,5,9,,,1,10,10,6,1,8,-1,neutral,9,7,かなりつらかったが、終わってみると少し楽になった。
749,24,completed,one_on_one,評価フィードバック,2025-03-25T10:49:00,cafe,7,5,7,,8,,,,8,3,4,8,4,-4,negative,,,
750,1,completed,client,トラブルの謝罪,2023-12-06T10:51:00,home,5,3,5,,8,,7,,4,5,6,3,6,2,negative,14,5,相手の反応が予想外で混乱した。振り返りが必要。
